# HELP process_cpu_user_seconds_total Total user CPU time spent in seconds.
# TYPE process_cpu_user_seconds_total counter
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 0.00008523824058129844
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 0.00006837607412330358
nodejs_eventloop_lag_stddev_seconds{serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 0.00009915746844888683
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 0.00006773793038726202
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 0.00011203135159212833
nodejs_eventloop_lag_stddev_seconds{serviceName="timeouts",instanceId="a75166121eb2052d69ce499b658b381d71ec3e9a03bac23ad394b52d29478b6b"} 0.00009171091488541722
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-channel-cache",instanceId="e0240e352a160a90a5de2d77095ccc58bf5f7e861f1e38e7c7001625e8ccda54"} 0.0000774138411281424
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-chatlog",instanceId="d9c72d93c93086f04b857e3265f3f7edb36c6460b788c022fc192681f47d8299"} 0.00012293379681430013
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-gateway-manager",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b"} 0.00007843343285981441
nodejs_eventloop_lag_stddev_seconds{serviceName="discord-gateway-worker",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b(0)"} 0.000130298239043262

# HELP nodejs_eventloop_lag_p50_seconds The 50th percentile of the recorded event loop delays.
# TYPE nodejs_eventloop_lag_p50_seconds gauge
nodejs_eventloop_lag_p50_seconds{serviceName="metrics",instanceId="ae0172d73e9af94fe43656632877ab0328f66e1e50f2ca19e15cd85e39b0d125"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-proxy",instanceId="71f0d847fd404609308e2d871a1ad6df9caf93d2c61cfed5fd42463a9515e156"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="mod-log",instanceId="5fb76ac13a83c3d9a77a232a089f54846fd65dd9958d0015ba2ad91c8cb0fad3"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="user-warnings",instanceId="bf16a8e67b247a28ea4867692a08a022484681945e2e5871df786cb3d4e44372"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="timeouts",instanceId="a75166121eb2052d69ce499b658b381d71ec3e9a03bac23ad394b52d29478b6b"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-channel-cache",instanceId="e0240e352a160a90a5de2d77095ccc58bf5f7e861f1e38e7c7001625e8ccda54"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-chatlog",instanceId="d9c72d93c93086f04b857e3265f3f7edb36c6460b788c022fc192681f47d8299"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-gateway-manager",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b"} 0.010092543
nodejs_eventloop_lag_p50_seconds{serviceName="discord-gateway-worker",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b(0)"} 0.010092543

# HELP nodejs_eventloop_lag_p90_seconds The 90th percentile of the recorded event loop delays.
# TYPE nodejs_eventloop_lag_p90_seconds gauge
nodejs_eventloop_lag_p90_seconds{serviceName="metrics",instanceId="ae0172d73e9af94fe43656632877ab0328f66e1e50f2ca19e15cd85e39b0d125"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-proxy",instanceId="71f0d847fd404609308e2d871a1ad6df9caf93d2c61cfed5fd42463a9515e156"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="mod-log",instanceId="5fb76ac13a83c3d9a77a232a089f54846fd65dd9958d0015ba2ad91c8cb0fad3"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="user-warnings",instanceId="bf16a8e67b247a28ea4867692a08a022484681945e2e5871df786cb3d4e44372"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="timeouts",instanceId="a75166121eb2052d69ce499b658b381d71ec3e9a03bac23ad394b52d29478b6b"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-channel-cache",instanceId="e0240e352a160a90a5de2d77095ccc58bf5f7e861f1e38e7c7001625e8ccda54"} 0.010108927
nodejs_eventloop_lag_p90_seconds{serviceName="discord-chatlog",instanceId="d9c72d93c93086f04b857e3265f3f7edb36c6460b788c022fc192681f47d8299"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-gateway-manager",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b"} 0.010117119
nodejs_eventloop_lag_p90_seconds{serviceName="discord-gateway-worker",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b(0)"} 0.010117119

# HELP nodejs_eventloop_lag_p99_seconds The 99th percentile of the recorded event loop delays.
# TYPE nodejs_eventloop_lag_p99_seconds gauge
nodejs_eventloop_lag_p99_seconds{serviceName="metrics",instanceId="ae0172d73e9af94fe43656632877ab0328f66e1e50f2ca19e15cd85e39b0d125"} 0.010338303
nodejs_eventloop_lag_p99_seconds{serviceName="discord-proxy",instanceId="71f0d847fd404609308e2d871a1ad6df9caf93d2c61cfed5fd42463a9515e156"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 0.010158079
nodejs_eventloop_lag_p99_seconds{serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="mod-log",instanceId="5fb76ac13a83c3d9a77a232a089f54846fd65dd9958d0015ba2ad91c8cb0fad3"} 0.010133503
nodejs_eventloop_lag_p99_seconds{serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 0.010158079
nodejs_eventloop_lag_p99_seconds{serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 0.010158079
nodejs_eventloop_lag_p99_seconds{serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 0.010149887
nodejs_eventloop_lag_p99_seconds{serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="user-warnings",instanceId="bf16a8e67b247a28ea4867692a08a022484681945e2e5871df786cb3d4e44372"} 0.010158079
nodejs_eventloop_lag_p99_seconds{serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 0.010158079
nodejs_eventloop_lag_p99_seconds{serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 0.010174463
nodejs_eventloop_lag_p99_seconds{serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 0.010190847
nodejs_eventloop_lag_p99_seconds{serviceName="timeouts",instanceId="a75166121eb2052d69ce499b658b381d71ec3e9a03bac23ad394b52d29478b6b"} 0.010231807
nodejs_eventloop_lag_p99_seconds{serviceName="discord-channel-cache",instanceId="e0240e352a160a90a5de2d77095ccc58bf5f7e861f1e38e7c7001625e8ccda54"} 0.010149887
nodejs_eventloop_lag_p99_seconds{serviceName="discord-chatlog",instanceId="d9c72d93c93086f04b857e3265f3f7edb36c6460b788c022fc192681f47d8299"} 0.010248191
nodejs_eventloop_lag_p99_seconds{serviceName="discord-gateway-manager",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b"} 0.010141695
nodejs_eventloop_lag_p99_seconds{serviceName="discord-gateway-worker",instanceId="d7af06278bad43cad2b9e02cf000e68bb54460a07937076b653da0058322188b(0)"} 0.010199039

# HELP nodejs_active_resources Number of active resources that are currently keeping the event loop alive, grouped by async resource type.
# TYPE nodejs_active_resources gauge
nodejs_active_resources{type="PipeWrap",serviceName="metrics",instanceId="ae0172d73e9af94fe43656632877ab0328f66e1e50f2ca19e15cd85e39b0d125"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="metrics",instanceId="ae0172d73e9af94fe43656632877ab0328f66e1e50f2ca19e15cd85e39b0d125"} 1
nodejs_active_resources{type="Immediate",serviceName="metrics",instanceId="ae0172d73e9af94fe43656632877ab0328f66e1e50f2ca19e15cd85e39b0d125"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-proxy",instanceId="71f0d847fd404609308e2d871a1ad6df9caf93d2c61cfed5fd42463a9515e156"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-proxy",instanceId="71f0d847fd404609308e2d871a1ad6df9caf93d2c61cfed5fd42463a9515e156"} 1
nodejs_active_resources{type="Immediate",serviceName="discord-proxy",instanceId="71f0d847fd404609308e2d871a1ad6df9caf93d2c61cfed5fd42463a9515e156"} 1
nodejs_active_resources{type="PipeWrap",serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 1
nodejs_active_resources{type="Timeout",serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 3
nodejs_active_resources{type="Immediate",serviceName="timeout-clock",instanceId="e69b0f96c2acbc01e29ac8aea432cd26942a56cc0ceda874fdc645534f59df83"} 1
nodejs_active_resources{type="PipeWrap",serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 1
nodejs_active_resources{type="Timeout",serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 2
nodejs_active_resources{type="Immediate",serviceName="image-generator",instanceId="239e2cf968b556bc0299a15a3acc8ef1868ddefa0b8c88d084c05ac3739232bc"} 1
nodejs_active_resources{type="PipeWrap",serviceName="mod-log",instanceId="5fb76ac13a83c3d9a77a232a089f54846fd65dd9958d0015ba2ad91c8cb0fad3"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="mod-log",instanceId="5fb76ac13a83c3d9a77a232a089f54846fd65dd9958d0015ba2ad91c8cb0fad3"} 1
nodejs_active_resources{type="Immediate",serviceName="mod-log",instanceId="5fb76ac13a83c3d9a77a232a089f54846fd65dd9958d0015ba2ad91c8cb0fad3"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-interaction-stream",instanceId="e71f1d8419bc5b5dc3028baf9e1b179490bb11123e76ee6c220dc934ebcf6702"} 1
nodejs_active_resources{type="PipeWrap",serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 1
nodejs_active_resources{type="TCPServerWrap",serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 1
nodejs_active_resources{type="Immediate",serviceName="user-settings",instanceId="65448d6989e07a1003c057b6207ba34ae800b8decbcb5507bd6afdf0157ca2f0"} 1
nodejs_active_resources{type="PipeWrap",serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 1
nodejs_active_resources{type="Timeout",serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 2
nodejs_active_resources{type="Immediate",serviceName="command-message-parser",instanceId="96d3639093d3ac0a96a7303b312023ea298dd054a9ee4586796ed97f8a56dfcc"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-reaction-stream",instanceId="7d4abc0b6e2e9b39de71fabb343364bc083903b11acb7527a987b069126d6277"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-message-stream",instanceId="092e7aecab126fad0c8d74186968d0b10d77f17a9d93ea0009f51cddd1ab1721"} 1
nodejs_active_resources{type="PipeWrap",serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 1
nodejs_active_resources{type="TCPServerWrap",serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 1
nodejs_active_resources{type="Immediate",serviceName="event-log-settings",instanceId="0c47a22a11d5c4a3f2840b985e6795004f30aebdd80029696173e2988bc205a1"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-member-cache",instanceId="626d19ea1f8fb9e889f1961a358130c0719fcb39e4d9a530d4c85063da97c800"} 1
nodejs_active_resources{type="PipeWrap",serviceName="user-warnings",instanceId="bf16a8e67b247a28ea4867692a08a022484681945e2e5871df786cb3d4e44372"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="user-warnings",instanceId="bf16a8e67b247a28ea4867692a08a022484681945e2e5871df786cb3d4e44372"} 1
nodejs_active_resources{type="Immediate",serviceName="user-warnings",instanceId="bf16a8e67b247a28ea4867692a08a022484681945e2e5871df786cb3d4e44372"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-message-cache",instanceId="d274273d6080089f40ed31a524b351d51624d162718cefa9fc31559d622c735a"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-guild-cache",instanceId="fd5663d28ecbce9cd02286cf53a67b211fa3469db1bf7e8ce2df59fbd6b872c8"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-user-cache",instanceId="a0c1cc9f85909c4d3dba25284517a1c1e1f5a6c7f33c11e2b05f50b9bdfd8cbe"} 1
nodejs_active_resources{type="PipeWrap",serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 1
nodejs_active_resources{type="TCPServerWrap",serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 1
nodejs_active_resources{type="Immediate",serviceName="guild-settings",instanceId="2bea79ad13aad7b339dee3a5b055b2c30ab1351967a0a15a36df64958c02f768"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 1
nodejs_active_resources{type="Timeout",serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 2
nodejs_active_resources{type="Immediate",serviceName="discord-role-cache",instanceId="d31af52f0b036ba806cfa3194acfcfe1de3dc439c8eff6b42e9a6fb0d6034ad4"} 1
nodejs_active_resources{type="PipeWrap",serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 2
nodejs_active_resources{type="TCPSocketWrap",serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 2
nodejs_active_resources{type="TCPServerWrap",serviceName="discord-presence-cache",instanceId="a5f6d4851812e76e60b6e81877769e1464be8358197420ed043482188529912e"} 1
